City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
228,Gizo,SB,-8.103,156.8419,82.49,73,100,3.53,overcast clouds
229,Jinka,ET,5.65,36.65,69.46,38,39,1.14,scattered clouds
230,Newala,TZ,-10.9431,39.2787,67.41,85,2,8.77,clear sky
231,Rosita,NI,13.9268,-84.4032,79.72,84,42,5.48,scattered clouds
232,Mayo,US,38.8876,-76.5119,66.9,53,1,5.99,clear sky
233,Pacific Grove,US,36.6177,-121.9166,74.8,75,1,5.01,clear sky
234,Pauri,IN,30.15,78.7833,52.52,76,100,4.85,overcast clouds
235,Luderitz,NA,-26.6481,15.1594,64.17,64,25,25.34,scattered clouds
236,Lang Son,VN,21.8333,106.7333,50.32,57,7,3.44,clear sky
237,Harstad,NO,68.799,16.5293,31.23,100,100,7.0,overcast clouds
238,Klaksvik,FO,62.2266,-6.589,38.32,98,100,25.41,overcast clouds
239,Panama City,PA,8.9936,-79.5197,89.17,60,40,8.05,scattered clouds
240,Riyadh,SA,24.6877,46.7219,62.74,25,19,2.75,few clouds
241,Giddalur,IN,15.35,78.9167,68.58,85,95,2.1,overcast clouds
242,Vanavara,RU,60.34,102.2797,9.09,96,100,4.0,light snow
243,Tilichiki,RU,60.4667,166.1,32.31,91,100,18.03,light snow
244,Emerald,AU,-23.5333,148.1667,77.99,64,55,9.42,broken clouds
245,Seymchan,RU,62.8833,152.4333,-20.52,98,100,6.22,light snow
246,Maniitsoq,GL,65.4167,-52.9,27.05,80,100,13.29,light snow
247,Padang,ID,-0.9492,100.3543,76.57,82,85,3.56,overcast clouds
248,Kuzedeyevo,RU,53.3308,87.2019,8.92,92,11,3.22,few clouds
249,Gornopravdinsk,RU,60.05,69.9,32.95,98,100,9.28,light snow
250,Bengkulu,ID,-3.8004,102.2655,75.88,85,100,4.97,overcast clouds
251,Half Moon Bay,US,37.4636,-122.4286,72.5,72,76,1.19,broken clouds
252,Waingapu,ID,-9.6567,120.2641,80.33,84,100,1.12,moderate rain
253,Alta Floresta,BR,-9.8756,-56.0861,84.02,74,75,2.3,light rain
254,Wanlaweyn,SO,2.6185,44.8938,78.22,73,59,11.32,broken clouds
255,Marau,BR,-28.4492,-52.2,79.81,38,1,9.93,clear sky
256,La Paz,BO,-16.5,-68.15,56.05,58,100,7.78,light rain
257,Balabac,PH,7.9868,117.0645,79.23,82,100,2.59,moderate rain
258,Tuatapere,NZ,-46.1333,167.6833,58.82,92,77,2.91,broken clouds
259,Gravelbourg,CA,49.8834,-106.5512,37.67,94,100,7.74,overcast clouds
260,Sabalgarh,IN,26.25,77.4,63.91,53,96,0.92,overcast clouds
261,Ouallam,NE,14.3188,2.0866,81.07,14,0,9.57,clear sky
262,Watertown,US,42.3709,-71.1828,60.82,64,75,3.0,broken clouds
263,Srandakan,ID,-7.9386,110.2506,78.24,86,100,6.06,overcast clouds
264,Lorengau,PG,-2.0226,147.2712,80.62,79,100,6.13,overcast clouds
265,Mallow,IE,52.1333,-8.6333,49.08,97,100,7.81,overcast clouds
266,Maine-Soroa,NE,13.2114,12.0241,75.18,20,25,6.76,scattered clouds
267,Yining,CN,29.0361,114.5636,41.7,55,50,1.48,scattered clouds
268,Krasni Okny,UA,47.5404,29.46,42.35,76,100,9.26,overcast clouds
269,Flinders,AU,-34.5833,150.8552,69.19,89,3,3.78,clear sky
270,Balikpapan,ID,-1.2675,116.8289,75.36,94,90,4.74,overcast clouds
271,Beni,CD,0.5,29.4667,63.01,98,99,3.04,overcast clouds
272,Benguela,AO,-12.5763,13.4055,77.7,76,24,7.23,few clouds
273,Mahibadhoo,MV,3.7833,72.9667,81.77,77,47,2.82,scattered clouds
274,Tanout,NE,14.9709,8.8879,74.7,18,0,10.65,clear sky
275,Sukhothai,TH,17.25,99.6667,67.53,83,91,2.15,overcast clouds
276,Mbandaka,CD,0.0487,18.2603,74.21,88,95,1.3,overcast clouds
277,Saint-Philippe,RE,-21.3585,55.7679,76.59,85,57,14.41,light rain
278,Kandrian,PG,-6.2167,149.55,78.55,87,47,6.67,scattered clouds
279,Iwanai,JP,42.9744,140.5089,41.92,86,96,10.09,light rain
280,Bambous Virieux,MU,-20.3428,57.7575,78.22,88,40,8.05,light rain
281,Suchindram,IN,8.15,77.4833,77.95,86,98,7.11,overcast clouds
282,Nantucket,US,41.2835,-70.0995,57.96,83,40,13.8,scattered clouds
283,Tomatlan,MX,19.9333,-105.25,88.93,45,86,7.52,overcast clouds
284,Airai,TL,-8.9266,125.4092,61.88,76,100,2.19,overcast clouds
285,Isangel,VU,-19.55,169.2667,79.27,77,33,11.95,scattered clouds
286,Prabumulih,ID,-3.45,104.25,74.59,96,86,2.44,overcast clouds
287,Marsh Harbour,BS,26.5412,-77.0636,75.04,69,26,16.87,scattered clouds
288,Perelyub,RU,51.8667,50.3667,28.38,86,69,12.53,broken clouds
289,Ilulissat,GL,69.2167,-51.1,21.85,90,100,21.79,snow
290,Lulindi,TZ,-10.8167,39.1333,70.88,85,2,8.5,clear sky
291,Lufilufi,WS,-13.8745,-171.5986,76.78,74,100,3.42,overcast clouds
292,Plettenberg Bay,ZA,-34.0527,23.3716,58.62,83,37,9.04,light rain
293,Ziro,IN,27.6333,93.8333,41.31,85,68,2.82,broken clouds
294,Tazovskiy,RU,67.4667,78.7,2.53,95,100,16.71,light snow
295,Burnie,AU,-41.0667,145.9167,53.94,72,1,11.03,clear sky
296,Vila,PT,42.0304,-8.1588,39.33,85,29,4.41,scattered clouds
297,Cayenne,GF,4.9333,-52.3333,77.04,88,75,4.61,broken clouds
298,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
299,Ocampo,MX,21.65,-101.5,72.28,28,2,14.52,clear sky
300,Margate,GB,51.3813,1.3862,37.31,74,15,3.0,few clouds
301,Tiksi,RU,71.6872,128.8694,-29.67,100,88,2.17,overcast clouds
302,Sulayman,IQ,31.4002,46.2851,61.74,34,0,13.65,clear sky
303,Orlik,RU,52.5178,99.825,0.7,80,28,3.09,scattered clouds
304,Casambalangan,PH,18.3765,122.1274,71.46,77,100,12.3,overcast clouds
305,Minot,US,48.2325,-101.2963,43.79,60,90,8.05,overcast clouds
306,Lubaczow,PL,50.157,23.1234,42.28,85,100,4.16,light rain
307,Jibuti,DJ,11.5,42.5,74.62,62,0,15.68,clear sky
308,Llanes,ES,43.4198,-4.7549,52.86,76,76,16.96,broken clouds
309,Akhmim,EG,26.5622,31.745,61.0,46,100,8.99,overcast clouds
310,Llangefni,GB,53.2556,-4.3106,44.73,72,75,17.27,moderate rain
311,Luanda,AO,-8.8368,13.2343,78.8,89,20,9.22,few clouds
312,Magdagachi,RU,53.45,125.8,0.84,54,13,9.51,few clouds
313,Kawalu,ID,-7.3817,108.2082,72.86,97,99,1.25,light rain
314,Lexington,US,37.9887,-84.4777,69.69,34,20,17.27,few clouds
315,Faya,SA,18.3851,42.4509,54.12,41,0,3.33,clear sky
316,Christiana,ZA,-27.914,25.1611,72.1,45,18,8.05,few clouds
317,Paamiut,GL,61.994,-49.6678,23.85,86,100,3.62,overcast clouds
318,Naze,JP,28.3667,129.4833,57.04,66,6,13.22,clear sky
319,Porto Novo,BJ,6.4965,2.6036,84.02,78,91,7.92,overcast clouds
320,Pimentel,PE,-6.8367,-79.9342,73.69,60,0,21.85,clear sky
321,Sorland,NO,67.667,12.6934,30.27,46,18,22.3,few clouds
322,Awbari,LY,26.5921,12.7805,67.28,28,100,14.7,overcast clouds
323,Richards Bay,ZA,-28.783,32.0377,74.1,91,100,11.59,overcast clouds
324,Medina Del Campo,ES,41.3124,-4.9141,36.34,83,10,8.93,clear sky
325,Xai-Xai,MZ,-25.0519,33.6442,76.71,66,81,11.61,broken clouds
326,Sibu,MY,2.3,111.8167,77.31,94,40,1.14,scattered clouds
327,Olafsvik,IS,64.8945,-23.7142,39.06,70,100,35.52,overcast clouds
328,Kang,BW,-23.6752,22.7876,74.35,52,100,9.78,overcast clouds
329,Palmer,US,42.1584,-72.3287,56.89,68,90,4.0,light rain
330,Yulara,AU,-25.2406,130.9889,71.44,37,3,5.75,clear sky
331,Puerto Colombia,CO,10.9878,-74.9547,84.29,77,75,12.75,broken clouds
332,Saint-Joseph,RE,-21.3667,55.6167,75.58,82,29,14.94,light rain
333,Aneby,SE,57.839,14.8102,17.6,95,14,2.24,few clouds
334,Lata,PT,40.1629,-8.3327,50.81,82,1,3.42,clear sky
335,Batavia,US,41.85,-88.3126,57.51,38,1,11.01,clear sky
336,Tobermory,CA,45.2501,-81.6665,37.31,77,100,32.12,overcast clouds
337,Kenai,US,60.5544,-151.2583,15.15,89,20,3.44,light snow
338,San Roque,ES,36.2107,-5.3842,56.23,54,0,6.91,clear sky
339,Ladario,BR,-19.0047,-57.6017,88.09,66,75,6.91,light rain
340,Burgersdorp,ZA,-30.9977,26.3286,61.32,80,4,9.89,clear sky
341,Sabha,LY,27.0377,14.4283,64.51,32,100,15.01,overcast clouds
342,Lakes Entrance,AU,-37.8811,147.981,57.16,87,100,12.48,overcast clouds
343,Pangkalanbuun,ID,-2.6833,111.6167,74.17,95,95,2.8,overcast clouds
344,Port Macquarie,AU,-31.4333,152.9167,68.9,89,9,3.29,clear sky
345,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,80,34,2.82,scattered clouds
346,Grand Gaube,MU,-20.0064,57.6608,78.39,76,8,4.0,clear sky
347,Teguldet,RU,57.3064,88.1667,26.49,71,100,10.92,overcast clouds
348,Sinnamary,GF,5.3833,-52.95,81.18,75,20,7.81,few clouds
349,Ixtapa,MX,20.7,-105.2,81.63,69,40,8.05,scattered clouds
350,Sisimiut,GL,66.9395,-53.6735,27.19,73,100,26.51,light snow
351,Kutum,SD,14.2,24.6667,65.91,27,0,12.15,clear sky
352,Campbell River,CA,50.0163,-125.2446,43.52,70,40,1.99,scattered clouds
353,Codrington,AU,-38.2667,141.9667,55.49,78,74,6.53,broken clouds
354,Mgachi,RU,51.05,142.2667,19.53,80,100,12.59,overcast clouds
355,Zhigansk,RU,66.7697,123.3711,-39.98,97,45,9.98,scattered clouds
356,Georgiyevka,KZ,43.0369,74.7114,50.04,40,0,13.42,clear sky
357,Bayji,IQ,34.9311,43.487,53.22,29,0,7.7,clear sky
358,Atbasar,KZ,51.8,68.3333,33.37,98,100,13.2,overcast clouds
359,Vuktyl,RU,63.8567,57.3094,11.93,95,99,6.02,overcast clouds
360,Katsuura,JP,35.1333,140.3,46.51,65,95,15.5,overcast clouds
361,Kruisfontein,ZA,-34.0033,24.7314,62.89,79,100,18.48,overcast clouds
362,Rutana,BI,-3.8667,30.1,57.81,88,100,3.31,overcast clouds
363,San Luis,AR,-33.295,-66.3356,84.58,33,68,7.99,broken clouds
364,Skara,SE,58.3866,13.4384,15.51,92,36,2.42,scattered clouds
365,Katobu,ID,-4.9408,122.5276,76.69,88,100,0.29,overcast clouds
366,Aleksandrov Gay,RU,50.147,48.5704,33.44,74,89,13.82,overcast clouds
367,Tabou,CI,4.423,-7.3528,79.83,83,28,7.34,scattered clouds
368,Kangasala,FI,61.4638,24.076,19.85,86,100,7.2,overcast clouds
369,Banjar,ID,-8.19,114.9675,78.66,91,96,2.26,heavy intensity rain
370,Chapais,CA,49.7834,-74.8492,26.38,98,100,7.52,snow
371,Port Moresby,PG,-9.4431,147.1797,76.42,94,40,8.05,scattered clouds
372,Ostersund,SE,63.1792,14.6357,7.25,92,40,2.3,scattered clouds
373,Gualmatan,CO,0.9189,-77.5665,63.52,63,40,12.66,light rain
374,Kez,RU,57.8979,53.7152,21.29,92,100,9.31,overcast clouds
375,Cradock,ZA,-32.1642,25.6192,56.03,75,98,14.5,overcast clouds
376,Namibe,AO,-15.1961,12.1522,71.08,79,8,2.1,clear sky
377,Staryy Nadym,RU,65.6118,72.6842,5.32,96,99,9.69,overcast clouds
378,Marsa Matruh,EG,31.3525,27.2453,57.4,72,40,4.61,scattered clouds
379,Sjoholt,NO,62.4837,6.8106,30.11,93,100,4.97,overcast clouds
380,Sabla,NG,12.7525,4.7077,79.97,19,17,10.07,few clouds
381,Slave Lake,CA,55.2834,-114.769,31.98,47,75,41.43,broken clouds
382,Batagay,RU,67.6333,134.6333,-44.37,99,100,0.69,overcast clouds
383,Borovoy,RU,55.4333,86.0833,22.28,58,0,8.95,clear sky
384,Looc,PH,12.2605,121.9926,77.9,76,100,15.05,overcast clouds
385,Oriximina,BR,-1.7656,-55.8661,87.78,57,93,3.27,overcast clouds
386,Razole,IN,16.4833,81.8333,70.86,84,88,4.59,overcast clouds
387,Fortuna,US,40.5982,-124.1573,50.34,100,75,0.0,broken clouds
388,Huarmey,PE,-10.0681,-78.1522,71.53,74,90,11.14,overcast clouds
389,Kisangani,CD,0.5167,25.2,72.46,98,100,1.77,light rain
390,Portland,US,45.5234,-122.6762,55.53,77,90,1.01,overcast clouds
391,Nanortalik,GL,60.1432,-45.2371,28.31,72,51,18.68,broken clouds
392,Labuhan,ID,-6.8844,112.2051,77.95,89,100,4.41,moderate rain
393,Plasencia,ES,40.0312,-6.0885,47.46,67,6,7.25,clear sky
394,Qaqortoq,GL,60.7167,-46.0333,16.65,96,82,2.68,broken clouds
395,Vao,NC,-22.6667,167.4833,75.94,80,100,18.39,overcast clouds
396,Vysokogornyy,RU,50.1167,139.15,-0.92,98,82,2.33,broken clouds
397,Palu,ID,-0.8917,119.8707,76.51,87,99,2.51,light rain
398,Igrim,RU,63.1906,64.4162,3.54,96,100,4.88,overcast clouds
399,Emba,KZ,48.8264,58.1442,27.77,92,56,7.94,broken clouds
400,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,75,40,5.01,scattered clouds
401,Mansfield,GB,53.1333,-1.2,35.4,80,99,6.44,overcast clouds
402,Mandalgovi,MN,45.7625,106.2708,23.34,25,30,9.84,scattered clouds
403,Shinjo,JP,38.7586,140.3008,32.34,90,6,3.76,clear sky
404,Rosamorada,MX,22.1222,-105.2058,91.78,36,12,6.44,few clouds
405,Belaya Gora,RU,68.5333,146.4167,-26.66,98,100,4.97,overcast clouds
406,Pisco,PE,-13.7,-76.2167,71.65,73,0,8.05,clear sky
407,Fairbanks,US,64.8378,-147.7164,-6.7,75,75,0.0,broken clouds
408,Caucaia,BR,-3.7361,-38.6531,86.07,72,0,13.8,clear sky
409,The Valley,AI,18.217,-63.0578,84.34,65,40,13.8,scattered clouds
410,Turbat,PK,26.0023,63.044,68.74,57,0,2.01,clear sky
411,North Platte,US,41.1239,-100.7654,66.09,29,1,8.99,clear sky
412,Talavera De La Reina,ES,39.9635,-4.8308,40.46,69,6,1.72,clear sky
413,Gumia,IN,23.7833,85.8167,64.38,57,100,1.01,overcast clouds
414,Monteagudo,BO,-19.8167,-63.9833,78.73,54,100,3.91,overcast clouds
415,Bantry,IE,51.6833,-9.45,47.68,98,100,13.09,overcast clouds
416,Inongo,CD,-1.95,18.2667,72.93,88,97,2.66,light rain
417,Ullapool,GB,57.8987,-5.1604,38.35,95,100,8.5,light rain
418,Eirunepe,BR,-6.6603,-69.8736,79.77,76,96,1.28,overcast clouds
419,Luwuk,ID,-0.9516,122.7875,78.73,74,100,2.46,overcast clouds
420,Hvide Sande,DK,56.0045,8.1294,37.99,61,100,30.53,overcast clouds
421,Hay River,CA,60.8156,-115.7999,1.38,78,75,11.5,light snow
422,Altea,ES,38.5989,-0.0514,56.37,44,0,13.96,clear sky
423,Whakatane,NZ,-37.9585,176.9854,68.5,71,100,5.01,overcast clouds
424,Clyde River,CA,70.4692,-68.5914,3.43,85,100,0.0,overcast clouds
425,Willowmore,ZA,-33.2926,23.4895,53.17,64,72,11.43,broken clouds
426,Boyolangu,ID,-8.1181,111.8935,76.5,92,100,2.8,moderate rain
427,Glazov,RU,58.1394,52.6584,21.58,93,100,10.42,overcast clouds
428,Bayshore Gardens,US,27.4253,-82.5904,77.18,54,1,1.01,clear sky
429,Seinajoki,FI,62.7945,22.8282,12.97,91,75,1.01,broken clouds
430,Ambilobe,MG,-13.2,49.05,76.82,69,0,5.01,clear sky
431,Karasjok,NO,69.4719,25.5112,12.31,96,98,5.19,overcast clouds
432,Mahanje,TZ,-9.9333,35.3333,69.19,81,95,2.82,overcast clouds
433,Orange Walk,BZ,17.8333,-88.8333,84.06,60,88,2.98,overcast clouds
434,Fallon,US,39.4735,-118.7774,57.92,37,20,3.44,few clouds
435,Springfield,US,37.2153,-93.2982,77.02,33,1,13.8,clear sky
436,Rocha,UY,-34.4833,-54.3333,67.98,60,94,11.32,overcast clouds
437,Cape Coast,GH,5.1053,-1.2466,81.03,81,12,10.54,few clouds
438,Sorrento,IT,40.626,14.3744,59.27,60,75,8.01,broken clouds
439,Esmeraldas,BR,-19.7625,-44.3139,79.66,70,90,3.18,overcast clouds
440,Hambantota,LK,6.1241,81.1185,77.38,85,26,2.13,heavy intensity rain
441,Sydney,AU,-33.8679,151.2073,71.26,84,0,4.0,clear sky
442,Caravelas,BR,-17.7125,-39.2481,78.3,84,65,10.51,broken clouds
443,Haines Junction,CA,60.7522,-137.5108,4.95,61,100,13.8,overcast clouds
444,Guines,FR,50.8671,1.8703,40.93,80,26,14.7,scattered clouds
445,Ghorawal,IN,24.7667,82.7833,59.34,52,2,3.58,clear sky
446,Nacala,MZ,-14.5428,40.6728,77.81,83,1,5.95,clear sky
447,Abu Kamal,SY,34.4506,40.9171,53.64,32,0,6.31,clear sky
448,Batemans Bay,AU,-35.7167,150.1833,68.92,89,2,4.88,clear sky
449,Anadyr,RU,64.75,177.4833,28.9,100,90,42.5,light snow
450,Seoul,KR,37.5683,126.9778,39.61,70,20,8.05,few clouds
451,Ugoofaaru,MV,5.6667,73.0,81.91,77,13,3.42,few clouds
452,Sabang,ID,5.8933,95.3214,80.62,75,100,3.29,light rain
453,Jurm,AF,36.8648,70.8342,41.5,29,6,6.76,clear sky
454,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,9.22,moderate rain
455,Sulangan,PH,11.1373,123.7228,81.48,76,100,23.53,overcast clouds
456,Methoni,GR,36.8197,21.7049,58.21,74,50,11.74,scattered clouds
457,Beringovskiy,RU,63.05,179.3167,32.97,98,100,21.7,snow
